,timestamp,uptimeNanos,x,y,z,val
0,14/05/2016 11:17:09,12893233616460,-0.04759972757769404,0.004669815155939006,0.045457752387493056,0
1,14/05/2016 11:17:09,12893242986214,-0.06699312791600676,0.060983524791453185,-0.17244369285210448,0
2,14/05/2016 11:17:09,12893253210538,-0.2001309300297507,0.17045381744476273,-0.2942847996736901,0
3,14/05/2016 11:17:09,12893272865658,-0.18531475647869652,-0.03981771226069597,-0.1350753033742309,0
4,14/05/2016 11:17:09,12893292429217,-0.011558678900891906,0.04946138035071357,0.03829147654101472,0
5,14/05/2016 11:17:09,12893312511622,0.07881659283587973,-0.1377297046066186,0.1132308966252452,0
6,14/05/2016 11:17:09,12893332136221,-0.10679180363013784,-0.12995618855373434,-0.03154771644572385,0
7,14/05/2016 11:17:09,12893351760820,-0.2260418531351416,-0.12961006692077606,-0.2958225954286895,0
8,14/05/2016 11:17:09,12893371354899,-0.18572185668059135,-0.01092045124129104,-0.3114050963678853,0
9,14/05/2016 11:17:09,12893391010020,-0.049625505836374366,0.132497294978414,-0.16140930590256686,0
10,14/05/2016 11:17:09,12893410604099,0.11526426266120993,0.1435734002070177,-0.0367521279675298,0
11,14/05/2016 11:17:09,12893430381300,0.19014448524762173,0.11143793377557464,-0.15306115848432655,0
12,14/05/2016 11:17:09,12893449944858,0.12528694664317894,0.0306693148364694,-0.15997772405489208,0
13,14/05/2016 11:17:09,12893469569457,-0.01718796416675694,0.158185756952399,-0.3015126385944613,0
14,14/05/2016 11:17:09,12893489194058,-0.14464211133828894,0.08609678257892027,-0.053303585666000686,0
15,14/05/2016 11:17:09,12893508849178,0.03768490266649138,0.2891274557578143,-0.08707310970516069,0
16,14/05/2016 11:17:09,12893528473777,0.002670226566426237,0.05348010100250456,0.01981352780029844,0
17,14/05/2016 11:17:09,12893548128897,0.04778594595181218,-0.02256345938454274,-0.1675938444964573,0
18,14/05/2016 11:17:09,12893567753496,-0.0009498718082774359,-0.1314215317448184,-0.132915942728566,0
19,14/05/2016 11:17:09,12893587408615,-0.05862838964062966,0.12568142641010915,-0.15908700816639745,0
20,14/05/2016 11:17:09,12893607063735,-0.08104541579698933,0.14162928646791872,-0.04344169321784469,0
21,14/05/2016 11:17:09,12893626718854,-0.058254124483951834,0.05112248780244322,-0.01464234436592293,0
22,14/05/2016 11:17:09,12893646343456,-0.07260800865062222,-0.061528101535021314,-0.13600022517687071,0
23,14/05/2016 11:17:09,12893665968055,0.004419484191494405,-0.005086568202621322,-0.14743337657010747,0
24,14/05/2016 11:17:09,12893685623174,-0.04609520009709911,0.05756994759994428,-0.1713845952042874,0
25,14/05/2016 11:17:09,12893705247773,-0.025382891184204226,0.1838666046578723,-0.07146289453620724,0
26,14/05/2016 11:17:09,12893724902893,0.03884486202811388,0.2663045862908646,-0.18103442838801564,0
27,14/05/2016 11:17:09,12893744558012,-0.03987657494783292,0.04512939752205014,-0.0923986825583646,0
28,14/05/2016 11:17:09,12893764152091,-0.038245313414506654,0.07297362162467991,-0.2118218195847401,0
29,14/05/2016 11:17:09,12893783776690,-0.07695880859295201,-0.12307305820554147,-0.08946591647276225,0
30,14/05/2016 11:17:09,12893803431811,-0.0941224663783835,0.0377392541211572,-0.12683124172286908,0
31,14/05/2016 11:17:09,12893823056410,-0.3490082155617351,-0.29985790835720394,0.024586035702533596,0
32,14/05/2016 11:17:09,12893842650489,-0.24115375305855655,-0.1432390464233677,-0.17360518619875442,0
33,14/05/2016 11:17:09,12893862305608,-0.35742796080338657,-0.34386783346208283,-0.007715418660614759,0
34,14/05/2016 11:17:09,12893881930209,-0.20041511047019436,-0.1767048084504932,-0.07411458427066775,0
35,14/05/2016 11:17:09,12893901554808,-0.2554250062768446,-0.3361136732700132,0.0070206312490253,0
36,14/05/2016 11:17:09,12893921270968,-0.1184717527952852,-0.2277241393055736,-0.051619619259137606,0
37,14/05/2016 11:17:09,12893940987128,-0.4019059176422957,-0.3737573662648881,-0.09497071806484593,0
38,14/05/2016 11:17:09,12893960581209,-0.2646073757389278,-0.1955285205728892,-0.16256015469159202,0
39,14/05/2016 11:17:09,12893980449972,-0.3946814829820697,-0.31429033486072644,-0.06231025388631195,0
40,14/05/2016 11:17:09,12893999738847,-0.0631843710905784,-0.09251503928644844,-0.12692791883749074,0
41,14/05/2016 11:17:09,12894019332926,-0.319479194511489,-0.27785133092823244,-0.01101163314198672,0
42,14/05/2016 11:17:10,12894038957525,-0.12441186164002715,-0.08068690060982142,-0.10485310906634704,1
43,14/05/2016 11:17:10,12894058307441,-0.33752818371255705,-0.3043232948649504,0.013164147203797327,1
44,14/05/2016 11:17:10,12894077901520,-0.1795111512551273,-0.16808945340744685,-0.05107796632143224,1
45,14/05/2016 11:17:10,12894097526119,-0.3440383401864082,-0.26837405846282536,-0.00875382829084792,1
46,14/05/2016 11:17:10,12894117150718,-0.0384284722708852,-0.08495545972703232,-0.10707827526113167,1
47,14/05/2016 11:17:10,12894136775317,-0.22270920944457906,-0.30838783570258954,0.009417451231516384,1
48,14/05/2016 11:17:10,12894156430437,-0.14556485121677198,-0.09764562962660328,-0.1375376126396478,1
49,14/05/2016 11:17:10,12894176055036,-0.33746531178033834,-0.2674780465942952,-0.02737097496625096,1
50,14/05/2016 11:17:10,12894195710157,-0.14040315047058982,-0.01948055131823878,-0.14647688807440673,1
51,14/05/2016 11:17:10,12894215334756,-0.30939285066153843,-0.1566946536881595,-0.04126755924275383,1
52,14/05/2016 11:17:10,12894234959355,-0.21202501156878029,-0.16668738136387162,-0.06514058980276616,1
53,14/05/2016 11:17:10,12894254980719,-0.16529989761059838,-0.22716216050319105,-0.05981106911083778,1
54,14/05/2016 11:17:10,12894274666361,-0.17429257249494512,-0.17231279977457348,-0.1041498075678826,1
55,14/05/2016 11:17:10,12894294199400,-0.15958732328438965,-0.03840796188977436,-0.14125184256905876,1
56,14/05/2016 11:17:10,12894314312325,-0.3277274200021321,-0.1452857442768707,-0.15545418974325298,1
57,14/05/2016 11:17:10,12894333448598,-0.13124541453829508,-0.003548252468362989,-0.14632960040720402,1
58,14/05/2016 11:17:10,12894353103718,-0.19529542422694132,-0.13507128589662898,-0.08626199532041312,1
59,14/05/2016 11:17:10,12894372728317,-0.14608631576910724,-0.0841076570833934,-0.13453401414679433,1
60,14/05/2016 11:17:10,12894392383437,-0.2778507509930499,-0.2105840830136927,-0.09014268289867257,1
61,14/05/2016 11:17:10,12894412008036,-0.1552209289540052,-0.06720266887199955,-0.135094397106025,1
62,14/05/2016 11:17:10,12894432182002,-0.3566595670666928,-0.18722944630505367,0.0480078090882301,1
63,14/05/2016 11:17:10,12894451287754,-0.11072658149717364,-0.011367574063275043,-0.08596078207170521,1
64,14/05/2016 11:17:10,12894471217557,-0.3429502088470571,-0.2693836149256015,0.03917957731460908,1
65,14/05/2016 11:17:10,12894490597994,-0.14405230309676753,-0.1491148932655193,-0.06546008202489273,1
66,14/05/2016 11:17:10,12894510192073,-0.3388977453701045,-0.365200022211198,0.051929805771735005,1
67,14/05/2016 11:17:10,12894529816672,-0.06820199208642919,-0.11051553882889208,-0.112437833387375,1
68,14/05/2016 11:17:10,12894549441272,-0.29930311233960083,-0.3291470596246313,-0.049716959910494296,1
69,14/05/2016 11:17:10,12894569096391,-0.16596490826029253,-0.15590045201316727,-0.040882423978901516,1
70,14/05/2016 11:17:10,12894588751513,-0.39606554721079945,-0.5149249539884657,-0.055770617434152125,1
71,14/05/2016 11:17:10,12894608376113,-0.2032056743757593,-0.2821155867102032,-0.13622241882812958,1
72,14/05/2016 11:17:10,12894627970192,-0.3894589519936531,-0.4782777912675993,-0.05755006789007766,1
73,14/05/2016 11:17:10,12894647594791,-0.4018374467758079,-0.3682081334392393,0.007693251466783345,1
74,14/05/2016 11:17:10,12894667249910,-0.4651309980518512,-0.3214950995105479,-0.108379669630025,1
75,14/05/2016 11:17:10,12894686843989,-0.59565136791025,-0.6399090290861267,0.021299364559894233,1
76,14/05/2016 11:17:10,12894706499109,-0.6719378498346984,-0.7089406141864458,0.056855169151082574,1
77,14/05/2016 11:17:10,12894726184749,-0.5853720966542824,-0.7591671969870291,-0.03648105254174672,1
78,14/05/2016 11:17:10,12894745778827,-0.4943101692053489,-0.7294925375121579,0.0147396289426025,1
79,14/05/2016 11:17:10,12894765433947,-0.5825724715824396,-0.7842349426343773,-0.08565618248907847,1
80,14/05/2016 11:17:10,12894785058546,-0.8898436143254926,-1.0959863256479352,0.15535686351368772,1
81,14/05/2016 11:17:10,12894804713667,-0.831693589476215,-1.1537724005476662,0.10669455000435324,1
82,14/05/2016 11:17:10,12894824338268,-0.6923643797929948,-0.7795631239834027,-0.06670259309951376,1
83,14/05/2016 11:17:10,12894843932347,-0.6812465645909125,-0.8206192794638589,-0.09528545422892044,1
84,14/05/2016 11:17:10,12894863617986,-0.9305403712951944,-1.0080039588166834,-0.04431233023183268,1
85,14/05/2016 11:17:10,12894883212065,-0.8641934873775979,-1.0274230210185724,0.017606477348789618,1
86,14/05/2016 11:17:10,12894902836664,-0.9262121672842428,-1.0056697307673377,0.12290395758749885,1
87,14/05/2016 11:17:10,12894922461264,-0.8625409183589898,-0.872035126501812,0.04632351080202912,1
88,14/05/2016 11:17:10,12894942116383,-0.8736344982390722,-0.8478719628665505,0.1084152888142328,1
89,14/05/2016 11:17:10,12894961771503,-0.8096349211122913,-0.7963415840779291,0.023125265584742042,1
90,14/05/2016 11:17:10,12894981426622,-0.7617267855466601,-0.94182908855932,0.08360318811186017,1
91,14/05/2016 11:17:10,12895001020701,-0.8134516829410785,-1.048111672858452,0.12850197430137664,1
92,14/05/2016 11:17:10,12895020614780,-0.9119170478345352,-0.9817248349635292,0.15161312426874576,1
93,14/05/2016 11:17:11,12895039903656,-0.9321589147287312,-0.8302020074064771,0.15582398919516782,2
94,14/05/2016 11:17:11,12895059589296,-0.8659246244435224,-0.9413300012754142,0.17300563201874342,2
95,14/05/2016 11:17:11,12895079213895,-0.7242982995471365,-1.0046322592352157,0.15562358770596485,2
96,14/05/2016 11:17:11,12895098838494,-0.8825958356835741,-0.9299207562184648,-0.01218964700150238,2
97,14/05/2016 11:17:11,12895118493615,-0.9388816908292696,-0.8809733578157939,-0.009097596298501598,2
98,14/05/2016 11:17:11,12895138118215,-0.8998137702667499,-0.6864355940215834,-0.039042120542895915,2
99,14/05/2016 11:17:11,12895157712294,-0.9588772271844591,-0.8102357557289181,0.10951292110307433,2
100,14/05/2016 11:17:11,12895177397933,-0.9162174058942228,-1.0469422814543368,-0.08564437484373177,2
101,14/05/2016 11:17:11,12895197022533,-0.8714178557744711,-0.9520308882885152,-0.061380400153695065,2
102,14/05/2016 11:17:11,12895216769213,-0.874940204979886,-0.8050280910366236,-0.039263477454655415,2
103,14/05/2016 11:17:11,12895236607455,-0.9576203284992708,-0.7700464773093358,0.08791412765120632,2
104,14/05/2016 11:17:11,12895256232055,-0.8433612729584148,-0.9617626324731372,0.034245429969736674,2
105,14/05/2016 11:17:11,12895275917695,-0.7688873923790993,-1.0972251063645118,-0.08321399891636627,2
106,14/05/2016 11:17:11,12895295511774,-0.6500507005130842,-1.0124058459672156,-0.026530874095730184,2
107,14/05/2016 11:17:11,12895315136373,-0.5022285869134429,-0.966068502006678,-0.02478262616200411,2
108,14/05/2016 11:17:11,12895334760972,-0.6721945860614653,-1.1053357098939856,0.2398942344202548,2
109,14/05/2016 11:17:11,12895354385572,-0.6055828085137627,-0.9815243119215272,0.07944593643595342,2
110,14/05/2016 11:17:11,12895374040692,-0.6458623463607509,-1.0769278870448673,0.008615561128062499,2
