,Unnamed: 0,x,y,z,Time,Lebal
0,0,0.33655831700000005,-0.169031011,9.658637476,0.0,0
1,1,2.022177543,-0.125877219,9.948003958,0.010163284,0
2,2,0.777633797,-0.08864197800000001,11.80933972,0.029879446,0
3,3,-0.695542205,-0.127862106,8.672420739,0.049504045,0
4,4,-1.86422019,0.843310593,8.023548464,0.069128645,0
5,5,-0.250281309,0.024689916,9.498933668,0.088783764,0
6,6,0.9851987529999999,-0.531487134,10.79218115,0.10840836300000001,0
7,7,0.250535064,-0.314941731,9.591502082,0.128063483,0
8,8,-1.302617712,0.58909206,8.687321799,0.147688083,0
9,9,-0.7578930859999999,0.377431714,9.3239001,0.16731268300000002,0
10,10,0.40023663200000004,-0.468645091,10.51718194,0.18696780300000002,0
11,11,0.554195618,-0.562496847,10.50001754,0.20659240199999998,0
12,12,-0.006496971,-0.319195952,9.327955121,0.226583245,0
13,13,-0.7943369920000001,0.318042714,9.513439036,0.24663513,0
14,14,-0.004381182,-0.279703127,9.877600682999999,0.265832444,0
15,15,0.268012485,-0.445424415,10.06512186,0.285457043,0
16,16,0.235111225,-0.103929035,9.794056948,0.305936214,0
17,17,-0.263996343,-0.01084839,9.549856878,0.324767284,0
18,18,0.06121526099999999,-0.46337556799999996,9.322906139,0.34442240399999996,0
19,19,0.178125738,-0.239947412,9.775566645,0.36407752299999996,0
20,20,0.314212965,-0.3170142,9.820840387,0.38367160200000006,0
21,21,0.10052828800000001,-0.190091381,9.9731341,0.403326721,0
22,22,0.502475056,-0.637400609,9.520609973,0.422951321,0
23,23,0.394625434,0.021167657000000003,10.179646,0.44257592,0
24,24,1.047764539,-0.634837939,10.16595475,0.462231039,0
25,25,0.587363491,-0.8014323,10.36421294,0.481855639,0
26,26,0.165006356,-0.578241707,9.916164548,0.5014802389999999,0
27,27,0.349206134,-0.40584176899999996,9.758251631,0.5210743170000001,0
28,28,0.866907581,-0.818022267,9.944740914,0.5406989170000001,0
29,29,0.367135372,-0.5523309820000001,9.870027572,0.5603540370000001,0
30,30,0.312186595,-0.33614585700000005,8.636741997,0.580039677,0
31,31,-0.289109163,-0.00017939,8.996397038,0.599603235,0
32,32,-0.220309891,-0.50903503,9.411280316000001,0.619258355,0
33,33,0.329354854,-1.155114438,8.690750997,0.64010377,0
34,34,-0.477950211,-0.061519446,9.015255084,0.658171831,0
35,35,0.974843015,-0.581086341,8.904173112,0.67779643,0
36,36,0.42973869299999995,-0.6047320420000001,9.749095955,0.6973599890000001,0
37,37,-0.10160495800000001,-1.0185579790000001,9.487773215,0.717076149,0
38,38,-0.18061259600000001,-0.53445124,9.616711784,0.736700748,0
39,39,0.8599748779999999,-1.155767417,9.669562785,0.756325347,0
40,40,1.1326675179999999,-0.331448056,10.27329677,0.775949949,0
41,41,1.094044799,-1.143688546,9.42003775,0.795635588,0
42,42,-0.396106644,-0.547573999,9.880744984,0.815260188,0
43,43,0.36417032,-0.711672449,9.718173461000001,0.8356477959999999,0
44,44,0.46627541899999997,-0.102850581,9.920217974,0.8549366709999999,0
45,45,-0.072474683,0.063274737,9.657202338,0.874164505,0
46,46,-0.032573659,-0.271174578,9.772452872,0.893789105,0
47,47,-0.347899195,-0.544526188,10.24804458,0.9134137040000001,0
48,48,-0.359839607,0.371447621,9.893657219,0.9330383040000001,0
49,49,-0.000307201,0.6838090170000001,9.302203847000001,0.952662903,0
50,50,-0.346092313,0.10201825,9.765307183,0.972287502,0
51,51,-0.627788062,0.249056395,10.58430534,0.9919121009999999,0
52,52,-0.344449185,0.276425307,10.13668848,1.0115367020000001,0
53,53,-0.524804657,0.355849519,9.880264868,1.031191821,0
54,54,0.273970984,-0.410326946,9.766666022,1.0507859,0
55,55,0.029149492000000003,-0.248639537,9.930616416,1.07047154,0
