,x,y,z,Time,Lebal
0,0.030577731,-0.035391837999999995,-0.033422939,0.0,0
1,-0.007942746,-0.017933453000000002,-0.022101806,0.009797039,0
2,-0.005298961,-0.04166677,-0.008380802,0.025240347000000003,0
3,0.020003586,0.012220515,0.001137676,0.044864945999999996,0
4,-0.025175476000000002,0.020600665,0.023691912000000002,0.064428506,0
5,0.018550092,0.001240465,0.006161169,0.084694033,0
6,-0.000173,-0.037113543,-0.011665203,0.104318632,0
7,0.013670904,-0.04013426,-0.019457518,0.123943231,0
8,-0.040108575,-0.007984603,-0.011559632,0.14353731,0
9,-0.009619749,0.02464104,0.0013466889999999999,0.163222951,0
10,-0.020221456000000002,0.033036512999999997,0.010916964,0.18278650899999999,0
11,0.0038213390000000004,-0.006238845,0.011599352,0.20256371,0
12,-0.009727541999999999,-0.000696,-0.016584967,0.222157789,0
13,-0.029281658,-0.000484,-0.010538668999999999,0.24184343,0
14,-0.05234924,0.027114709,-0.011093671000000001,0.261406989,0
15,-0.021328766000000002,0.011675903999999999,0.012271586000000001,0.281031588,0
16,0.029720092000000004,0.003909047,0.006347986,0.300656188,0
17,0.020654075,-0.02579653,0.010321159,0.320311307,0
18,0.014716866,-0.01730456,-0.014876928999999999,0.339966427,0
19,-0.026477734,-0.019755308,-0.012146462,0.359621546,0
20,0.010092946,-0.0037131620000000003,-0.008768897,0.37927666600000004,0
21,0.0028583190000000002,-0.014888941999999999,0.012697136999999999,0.398901265,0
22,0.027635315,-0.006174524,0.016427712,0.418525866,0
23,-0.015554828,0.005921029,-0.00354374,0.438180986,0
24,-0.023317917,-0.000549,-0.011031063999999998,0.457836105,0
25,-0.043117485,0.008237578,-0.006109015,0.47746070399999996,0
26,-0.012356796000000001,0.003549875,-0.009640134,0.497085304,0
27,-0.001408681,0.012464329,0.010899166000000002,0.5167709429999999,0
28,0.0032592940000000003,-0.003543749,0.003953113,0.536365022,0
29,-0.000176,0.01509578,-0.0055055009999999995,0.555989621,0
30,-0.020974336,-0.014480473,0.001634176,0.575644742,0
31,0.0051913359999999995,0.007632384,-0.014758038999999999,0.5952693410000001,0
32,-0.011859371,-0.032339333,-0.004071749,0.61486342,0
33,0.019126122,0.018508021,0.0041304359999999995,0.634518539,0
34,-0.016998446,-0.000526,0.018253791000000002,0.65414314,0
35,-0.0072310280000000005,0.008418594,-0.0031117740000000003,0.67382878,0
36,-0.029039042999999997,0.0063534559999999995,-0.007823001,0.6934838990000001,0
37,-0.005259076,-0.007516975,-0.013583439,0.713200059,0
38,-0.035137216,0.006573285,-0.007521636,0.73279414,0
39,-0.000807,0.008828711999999999,0.001415561,0.752632383,0
40,-0.028079073,0.014113279,0.0035270590000000004,0.771921258,0
41,-0.010370519,-0.004577979,0.007320844,0.791515337,0
42,-0.010169912,0.012895523999999998,0.00139146,0.8111704559999999,0
43,-0.021303272999999998,-0.013069051000000002,-0.000883,0.830306729,0
44,-0.016390087,0.022447886,-0.001903323,0.849900808,0
45,-0.012993504,-0.007915274,0.0029715279999999998,0.869525407,0
46,-0.001526324,0.017079246,-0.009464375,0.889150007,0
47,-0.011151725,-0.011335148,0.010692957,0.908805126,0
48,0.013646211,-0.0029520909999999996,-0.009011204,0.928429725,0
49,-0.025564673,-0.022985381000000003,-0.01415241,0.9480543240000001,0
50,0.018809612,-0.0039617540000000005,0.003103205,0.967709445,0
51,-0.009989692,-0.006271898000000001,-0.001084501,0.987334044,0
52,0.022592700000000004,-0.001407958,-0.002351281,1.006958643,0
53,-0.011508347,-0.008185385,-0.000754,1.02719365,0
54,-0.000826,-0.009137713,-0.009895489,1.046909812,0
55,-0.020056813,0.0008439999999999999,-0.00014099999999999998,1.066412331,0
56,-0.008316565,-0.0008150000000000001,-0.008031655,1.086494736,0
57,-0.018266304,0.015871714,-0.007091495,1.105631009,0
58,0.002113504,-0.007157406999999999,-0.002913336,1.125286128,0
59,-0.004743832,0.020949846,-0.003640726,1.144941248,0
60,-0.021277726,-0.004638233,0.0006320000000000001,1.164565847,0
61,-0.009024427,0.017763257,-0.004239845999999999,1.184190446,0
62,-0.020688856999999998,-0.011625658999999998,0.01012552,1.204394933,0
63,0.0069047069999999995,0.002329538,-0.009338365,1.223470165,0
64,-0.002207362,-0.00996603,0.013778714,1.243430488,0
65,0.02254857,-0.000981,-0.003608015,1.262810925,0
66,-0.014640874,-0.02079926,0.003574346,1.282374484,0
67,0.007799913,0.001361808,-0.010509586000000001,1.302212726,0
68,-0.031858143,-0.016457641000000002,-0.005803936,1.321654203,0
69,-0.0042713429999999995,0.008225348,-0.000819,1.341309322,0
70,-0.0084516,0.004363223,0.019714599,1.3609339230000002,0
71,-0.016909417,9.259999999999999e-05,-0.017425556000000002,1.3805890440000002,0
72,-0.006533504,-0.006685845,0.012426508000000001,1.4001831230000001,0
73,-0.007544513,-0.001587574,-0.009157071999999999,1.419777201,0
74,0.002208803,-0.003414455,-0.007115535,1.439432321,0
75,-0.012190629,-0.0071373999999999995,0.017843403,1.4590264,0
76,-0.02960997,0.020768312,-0.019303441,1.478681519,0
77,-0.008890377,-0.00062,0.008084621,1.498367159,0
78,-0.0013307470000000002,0.013219199,-0.011637895,1.5179917580000002,0
79,-0.033158394,-0.001694646,0.019603673000000002,1.537646878,0
80,-0.025739023,0.024163805,-0.009302038,1.5572714769999998,0
81,-0.031984342,-0.00021600000000000002,-0.006646989,1.576926598,0
82,0.008411463000000001,-0.008938588,0.003248455,1.596520678,0
83,0.024917626000000002,-0.015520962,0.0031472270000000003,1.616145277,0
84,-0.041905027000000004,0.018084771,0.001451725,1.6358309169999998,0
85,-0.060092100999999995,0.046448338,0.00352554,1.655424996,0
86,-0.062455933,0.030766625,0.0064046419999999995,1.675049595,0
87,-0.016981925,0.004022813,-0.012868886000000001,1.694674195,0
88,0.009412549000000001,-0.020538705,-0.00020800000000000001,1.714329314,0
89,0.037335843,-0.021953822,0.012471073000000001,1.7339539130000001,0
90,-0.005303486,0.020299839,0.014766089,1.7536395530000002,0
91,-0.043193462,0.010740142,-0.004013345,1.773233632,0
92,-0.023184037999999997,0.005254254,-0.004947747,1.792827711,0
93,-0.031466592,0.00716363,-0.010598847,1.811902944,0
94,0.0026518040000000002,0.016134826,0.013376481,1.8315885840000001,0
95,0.026139582,-0.032067335,0.013730268,1.851213183,0
96,-0.00569397,-0.026730413999999997,-0.01883139,1.870837782,0
97,-0.031032461,-0.010787786,-0.025093151,1.890462383,0
98,-0.03399361,0.01393408,0.001049568,1.9101175030000002,0
99,-0.0031692929999999997,0.010274413,0.021038868,1.929711582,0
100,-0.009075513,-0.0051176979999999995,0.012945266,1.949397222,0
101,-0.029713569,-0.018953674,-0.0038278440000000004,1.968991301,0
102,-0.022564123,-0.01431516,0.007187023000000001,1.9887685019999999,0
103,-0.008621004,-0.011180542,0.017723909,2.008820386,0
104,0.016711128999999998,0.007651302,0.018108193999999998,2.028444986,0
105,0.00522326,-0.007325204,0.023141158999999998,2.048100106,0
106,0.00410488,0.010590631999999999,0.015189181999999999,2.067724705,0
107,-0.0086972,0.018121545,0.010244683000000001,2.0873187840000003,0
108,-0.019906397,0.00025299999999999997,0.000842,2.106943383,0
109,0.0076663109999999994,-0.011047343000000001,0.006091568,2.126567983,0
110,0.01350674,0.01469432,0.012101785,2.146253623,0
111,-0.044540408,0.01682656,0.00181714,2.1658477019999998,0
112,-0.02674379,0.041690674,0.007856904,2.185533342,0
113,-0.033360277,0.027449017000000003,0.00630284,2.205157941,0
114,-0.030389221,-0.004226963,-0.014420462,2.224782542,0
115,0.001943568,-0.028118981,-0.004999676,2.2444376619999997,0
116,0.016462261000000002,-0.036175105,0.013422396999999999,2.264062262,0
117,-0.0021745000000000002,0.013253899,0.024069734,2.2837173809999998,0
118,-0.001510551,0.044983209,0.02427569,2.304196551,0
119,-0.029142751,0.007544793,0.029947745,2.3229971000000003,0
120,-0.018527009,0.010653824,0.02418881,2.342621699,0
121,-0.022266817999999997,0.006998669,0.021718321000000002,2.362337859,0
122,-0.017673071999999998,-0.009370311999999999,0.014243608999999999,2.38208454,0
