,x,y,z,Time,Lebal
0,-0.16160244199999999,0.120174074,9.596757853,0.0,0
1,-0.122628451,0.315637789,9.425655337,0.009858081,0
2,-0.178777062,0.330180484,9.445955241,0.0196246,0
3,0.016043446,0.038758584,9.528445426000001,0.03927972,0
4,0.141715757,-0.162492258,9.756854178,0.05893484,0
5,0.094701384,-0.208684079,9.867626779,0.078895163,0
6,-0.09377855,0.126910842,9.616551972,0.09855028199999999,0
7,-0.204955477,0.198112832,9.469128125,0.11820540199999999,0
8,-0.070380393,0.08121547700000001,9.532955848,0.137799482,0
9,0.047233695,-0.21924024,9.788417442,0.157454602,0
10,0.085304875,-0.322752145,9.699910295,0.17707920100000002,0
11,0.0219365,0.010842615,9.718728927999999,0.19673432100000002,0
12,-0.045643635,0.09006603199999999,9.553669005,0.21638944,0
13,-0.075021162,0.206444314,9.644006247,0.23601404,0
14,0.048585382999999996,-0.033574263,9.732519657000001,0.255608118,0
15,0.036604515,-0.114658341,9.742936467,0.275232718,0
16,0.060567299000000005,0.010337786,9.660657068999999,0.294887838,0
17,0.017413544,0.09796230800000001,9.535311676000001,0.314573479,0
18,-0.086637677,0.0725138,9.628619707,0.33416755800000003,0
19,0.012566164,-0.0279836,9.617187644,0.35382267700000003,0
20,0.031955417,-0.051754077,9.749869708,0.373447277,0
21,0.068730006,-0.15103303,9.680596843,0.393804365,0
22,-0.03563953,0.088521871,9.708076036,0.412665954,0
23,-0.07596902900000001,0.010103665999999999,9.621793944,0.43195483,0
24,-0.013879276999999999,0.0018050260000000002,9.736607949,0.45157943,0
25,-0.030778344,-0.074656157,9.728064519,0.47120402899999997,0
26,-0.000541,-0.031905003,9.655729743,0.49085914799999997,0
27,0.047658477000000005,0.10279511699999999,9.613039871,0.510483748,0
28,0.147770909,0.107271622,9.555510265,0.530169389,0
29,-0.020624309,0.054238817,9.66525411,0.549793988,0
30,0.036085882,0.028963991,9.758881842000001,0.569418587,0
31,0.004723243,-0.018358185,9.714948091,0.589043186,0
32,0.047719975,-0.000197,9.658969717,0.608637265,0
33,0.024954407,-0.015864639,9.676383709,0.62865863,0
34,0.08914708800000001,0.013254301000000001,9.641045447,0.64828323,0
