,Unnamed: 0,x,y,z,Time,Lebal
0,0,0.031439378999999996,0.36004233799999996,0.009179942,0.0,0
1,1,0.235445758,0.6805765659999999,-0.039431957999999996,0.015412788,0
2,2,0.118159482,0.084885888,-0.087032842,0.03509843,0
3,3,-0.176047877,-0.288289208,0.070481685,0.054723029000000006,0
4,4,-0.137060038,-0.12361783,0.051219213,0.074378149,0
5,5,0.089326896,0.177360312,-0.067022359,0.09400274800000001,0
6,6,0.09977697099999999,0.132266779,-0.028668314,0.11365786800000001,0
7,7,-0.027319073,-0.048696835,-0.000617028,0.133282467,0
8,8,-0.158438456,-0.21738988899999998,0.020945729,0.15290706699999998,0
9,9,-0.040558151,-0.007786156,0.014778583,0.172562187,0
10,10,0.090642615,0.15438090599999998,-0.018969151,0.192186787,0
11,11,0.009903339,0.023191196,-0.0036584509999999996,0.21181138600000002,0
12,12,-0.099109579,-0.11242040199999999,0.022691992999999997,0.23201587199999998,0
13,13,-0.05490344,-0.06636755700000001,0.006639585999999999,0.252128797,0
14,14,0.039575264,0.052295907999999995,-0.008145999000000001,0.27126507,0
15,15,0.01111674,0.000980019,-0.001526698,0.29088967,0
16,16,-0.057326414000000006,-0.030743707000000002,-0.013986898000000001,0.31136884,0
17,17,-0.020040356000000002,-0.062602376,0.007463516999999999,0.330230431,0
18,18,0.017747604,-0.003919627,0.012911361000000001,0.34988555,0
19,19,0.014888299999999998,0.030120558,-0.012197448999999999,0.36957119,0
20,20,0.002257664,0.02721153,-0.015764649,0.389134749,0
21,21,0.005956213,-0.0061693830000000005,0.015585211000000002,0.40878986799999995,0
22,22,0.00742682,-0.011061336000000001,0.013275593999999998,0.428414468,0
23,23,0.004527998,0.037388564,-0.024364962999999996,0.448039067,0
24,24,0.020888474,0.05170361,0.008258805,0.467694186,0
25,25,0.022280105,0.030374625,0.05077627,0.487288266,0
26,26,-0.034267117,-0.050998126,0.025212371,0.506912865,0
27,27,-0.020049267,0.023811432,-0.0042033520000000005,0.526506944,0
28,28,0.033486635,0.056264729000000006,0.015874451,0.546131543,0
29,29,-0.020259391,-0.01997214,0.027203229,0.565786664,0
30,30,-0.10418109800000001,-0.075266956,0.002743774,0.5854723039999999,0
31,31,-0.053826193,-0.05002049099999999,0.010905393999999999,0.605035862,0
32,32,0.058598697000000005,0.046121872,0.040230512,0.6246909820000001,0
33,33,0.035763051000000004,-0.0032611009999999998,0.022856436,0.645536397,0
34,34,-0.044103988,-0.043877651,-0.008193635999999999,0.663390815,0
35,35,0.003259267,0.047361798,-0.037677418,0.6830154140000001,0
36,36,0.03682123,0.063101411,-0.00019321,0.702609493,0
37,37,0.025616629,-0.101992631,0.045616601,0.7222951329999999,0
38,38,-0.020552527,-0.032817703999999996,0.001474198,0.741919732,0
39,39,0.029554645,0.03995603,-0.033014392000000004,0.761544331,0
40,40,-0.015469786000000001,0.057521767,-0.042073225,0.7811994529999999,0
41,41,0.015288943000000001,-0.080707147,0.03963591,0.8009156129999999,0
42,42,0.046602174,-0.067172973,0.015835618,0.8205707329999999,0
43,43,0.037240751,0.07221612200000001,-0.006567051,0.8411414629999999,0
44,44,0.0033273240000000004,0.029264109,-0.033320704,0.8601861759999999,0
45,45,-0.033683908,-0.048945329,0.009764018000000001,0.87941401,0
46,46,0.039155835,-0.020612319,0.03449492,0.8990080890000001,0
47,47,0.103080701,0.02300922,0.018226082,0.918632688,0
48,48,-0.019683519,0.014185723999999999,-0.012193494,0.938318329,0
49,49,-0.049327860999999994,-0.049850559,-0.048515514,0.957912407,0
50,50,0.083089649,0.045277882,0.060487245999999995,0.977537007,0
51,51,0.067291722,0.046422923,0.017933956,0.9971616059999999,0
52,52,-0.026101142999999997,-0.01549488,0.004996373,1.0168167259999998,0
53,53,-0.023712386000000002,-0.030436144,0.025878572000000002,1.036471846,0
54,54,0.033172493,0.042130640999999996,0.029765931000000002,1.056035404,0
55,55,-0.009768528,-0.001179366,0.022565259,1.075721044,0
56,56,-0.045821212,-0.032973062000000004,0.038922529,1.095345644,0
57,57,-0.018635708,0.020701116999999998,0.021309562,1.114970244,0
58,58,-0.019510256,-0.014325006000000001,0.04194113,1.134594843,0
59,59,0.000268427,-0.026773333,0.060653915999999995,1.154219442,0
60,60,0.00613135,0.016810699,0.051926898,1.1738745609999999,0
61,61,0.00538355,0.07637691099999999,0.004304675,1.193499163,0
62,62,-0.005705867,0.050753809000000004,0.053077179,1.2137036490000002,0
63,63,0.047691823,-0.0018837020000000001,0.091326216,1.233328248,0
64,64,0.044239127,0.029248231,0.060702871,1.252983368,0
65,65,-0.061751002,0.026501939,0.045117560999999994,1.2726079670000001,0
66,66,0.045833808,-0.011770625,0.053655633,1.292385168,0
67,67,0.035404951000000004,0.01359132,0.09075771699999999,1.311887686,0
68,68,-0.006418064,0.0022579329999999997,0.06148822599999999,1.331481766,0
69,69,-0.037538551,0.028125285,0.06053388,1.351106365,0
70,70,-0.015168981000000002,-0.028699086000000002,0.075302996,1.370730965,0
71,71,0.067007306,-0.067653979,0.095071067,1.390538686,0
72,72,0.113180265,0.06399334200000001,0.09564182800000001,1.411017855,0
73,73,-0.037406184,-0.020026974,0.051325311,1.4296352819999998,0
74,74,-0.037081703,-0.067211722,0.062347518,1.449290402,0
75,75,0.037104725,-0.0034937279999999998,0.10640597,1.468884481,0
76,76,0.067076323,0.009838014,0.10893869,1.488600643,0
77,77,-0.019371108,-0.009081002,0.101670855,1.5081947219999998,0
78,78,-0.049815204,-0.047581316,0.098942658,1.527819321,0
79,79,0.036609505,0.026731359,0.112434731,1.54747444,0
80,80,0.050101685,0.008056746,0.14743908,1.56709904,0
81,81,0.039873072999999995,-0.010863297,0.136017582,1.586967802,0
82,82,-0.06045654,-0.024640207,0.119126803,1.6063787580000002,0
83,83,-0.025053267999999997,-0.0027344120000000003,0.147113192,1.6259423169999998,0
84,84,0.032956016,-0.019666681999999998,0.16072250400000002,1.6455669169999998,0
85,85,-0.021731135,-0.038625783,0.17861962899999997,1.6652220359999999,0
86,86,-0.059832547,-0.062443029000000004,0.163307128,1.684877156,0
87,87,-0.043010255,-0.032279527999999995,0.157941788,1.704532276,0
88,88,-0.01891589,0.035283608,0.166698953,1.724156876,0
89,89,0.029027514,0.014466316000000002,0.208630967,1.743750955,0
