,Unnamed: 0,x,y,z,Time,Lebal
0,0,-0.080265475,-0.333321629,9.830112539,0.0,0
1,1,-0.15412865,-0.448812926,9.740011379,0.009400274,0
2,2,-0.095645466,-0.26455026600000003,9.76198513,0.019624599,0
3,3,0.099183342,-0.002996645,9.403378806000001,0.03921868,0
4,4,-0.06296595,-0.12534295199999998,9.507345928,0.058843279000000005,0
5,5,0.005329047,-0.16786700100000002,9.732794775,0.078864643,0
6,6,-0.228585343,-0.37114197,9.713550893999999,0.09848924199999999,0
7,7,0.027349651000000003,0.024215076000000002,9.582907344,0.11814436199999999,0
8,8,-0.164942667,0.023779945,9.51046968,0.137799481,0
9,9,0.017855489,0.168013463,9.717141268999999,0.157393561,0
10,10,-0.212373299,-0.192268196,9.697850198,0.17704868199999999,0
11,11,0.034407681,-0.091645467,9.761132437999999,0.196673281,0
12,12,-0.057900994000000004,-0.012332801000000001,9.542109199999999,0.216450482,0
13,13,-0.007718752,0.044628314,9.682652249,0.236044561,0
14,14,0.069882967,-0.152089222,9.617153211,0.255547078,0
15,15,-0.054442303,-0.23768281300000002,9.648692399,0.27514115699999997,0
16,16,0.119887412,-0.045884689000000006,9.51304976,0.296017091,0
17,17,-0.033586185,-0.220257948,9.534016516,0.314451396,0
18,18,0.156696972,-0.13967091,9.634974357,0.334106518,0
19,19,-0.073969728,-0.30073965399999997,9.602529898,0.353334352,0
20,20,0.183111809,0.020371653,9.750689361000001,0.373019992,0
21,21,-0.10577179199999999,-0.095435392,9.571345288,0.392644591,0
22,22,0.135628845,0.091432999,9.722176648,0.412299711,0
23,23,0.017407691,-0.109444742,9.566013133,0.43192431,0
24,24,0.046953425,-0.06831614700000001,9.685983226,0.451579429,0
25,25,0.09097855199999999,-0.000252926,9.577088297000001,0.47117350799999996,0
26,26,-0.027632812000000003,-0.075426066,9.668320037,0.490859149,0
27,27,0.067658563,-0.069678673,9.530775981,0.5104532279999999,0
28,28,0.015224946999999999,-0.242380851,9.587975902,0.530138868,0
29,29,0.045553573,-0.165462362,9.558189828,0.550129711,0
30,30,-0.014501113000000001,-0.342723538,9.518314632000001,0.5697848320000001,0
31,31,0.17891577399999997,-0.06923272400000001,9.642296963,0.589439951,0
32,32,-0.05971841,-0.160753696,9.67788519,0.609095071,0
33,33,0.08928540199999999,-0.038746175,9.649248701,0.62868915,0
34,34,-0.063897753,-0.182608977,9.559423184,0.64831375,0
35,35,0.075053942,0.29812833,9.769086888,0.66793835,0
36,36,0.012796838,-0.062718884,9.610478497999999,0.6875324290000001,0
37,37,0.155648913,0.125159031,9.68674025,0.7071875479999999,0
38,38,0.034955247,0.090190614,9.609689627,0.7268121479999999,0
39,39,-0.077063492,0.402113769,9.710849704,0.7464367470000001,0
40,40,0.12250071400000001,0.607740345,9.729537332,0.766061346,0
41,41,0.091381257,0.393990844,9.56937992,0.785655427,0
42,42,0.238701704,0.61165482,9.669543255,0.805310546,0
43,43,0.095058247,1.043352493,9.730456258,0.825270869,0
44,44,0.057767467999999995,1.372936619,9.871826793,0.8446513059999999,0
45,45,0.226062822,1.625730832,9.93961024,0.864153823,0
46,46,0.18767057,1.486837723,9.734094282000001,0.883808943,0
